1,http://aftdelhi.nic.in
2,http://aftjaipur.gov.in
3,http://agbihar.cag.gov.in
4,http://aghp.cag.gov.in
5,http://aghr.cag.gov.in
6,http://agjh.cag.gov.in
7,http://agjk.cag.gov.in
8,http://agkar.cag.gov.in
9,http://agker.cag.gov.in
10,http://agmegh.cag.gov.in
11,http://agmpr.cag.gov.in
12,http://agodisha.gov.in
13,http://agpunjab.gov.in
14,http://agraj.cag.gov.in
15,http://agskm.cag.gov.in
16,http://agua.cag.gov.in
17,http://agup.cag.gov.in
18,http://agup.gov.in
19,http://agwb.cag.gov.in
20,http://andssw1.and.nic.in/dsc
21,http://andssw1.and.nic.in/ilran
22,http://aptel.gov.in
23,http://arc.gov.in
24,http://arunachalassembly.gov.in
25,http://assamassembly.gov.in
26,http://assamlokayukta.gov.in
27,http://barpetajudiciary.gov.in
28,http://biharvidhanparishad.gov.in
29,http://bombayhighcourt.nic.in
30,http://bongaigaonjudiciary.gov.in
31,http://bslsa.bih.nic.in
32,http://cabsec.gov.in
33,http://cacp.dacnet.nic.in
34,http://calcuttahighcourt.nic.in
35,http://catjabalpur.nic.in
36,http://ceo.maharashtra.gov.in
37,http://ceo.uk.gov.in
38,http://ceoan.and.nic.in
39,http://ceoarunachal.nic.in
40,http://ceoassam.nic.in
41,http://ceobihar.nic.in
42,http://ceochhattisgarh.nic.in
43,http://ceodaman.nic.in
44,http://ceodelhi.gov.in
45,http://ceodnh.nic.in
46,http://ceogoa.nic.in
47,http://ceoharyana.nic.in
48,http://ceohimachal.nic.in
49,http://ceojammukashmir.nic.in
50,http://ceokarnataka.kar.nic.in
51,http://ceolakshadweep.gov.in
52,http://ceomadhyapradesh.nic.in
53,http://ceomanipur.nic.in
54,http://ceomeghalaya.nic.in
55,http://ceomizoram.nic.in
56,http://ceoorissa.nic.in
57,http://ceosikkim.nic.in
58,http://ceotelangana.nic.in
59,http://ceoup.gov.in
60,http://cgslsa.gov.in
61,http://chdslsa.gov.in
62,http://cja.gov.in
63,http://clists.nic.in/viewlist
64,http://comet.nic.in
65,http://confonet.nic.in
66,http://court.mah.nic.in
67,http://courtdnh.nic.in
68,http://courtnic.nic.in/courtnicsc.asp
69,http://courtsdisplayboard.nic.in
70,http://dbtmis.planningcommission.nic.in
71,http://dcourtganb.nic.in
72,http://dcourtsgr.nic.in
73,http://delhiassembly.nic.in
74,http://delhicourts.kkd.nic.in
75,http://delhicourts.saket.nic.in
76,http://delhihighcourt.nic.in
77,http://delhimediationcentre.gov.in
78,http://dhemajijudiciary.gov.in
79,http://dibrugarhjudiciary.gov.in
80,http://districtcourt-dantewada.gov.in
81,http://districtcourtaligarh.up.nic.in
82,http://districtcourtmeerut.nic.in
83,http://districtcourtsnamchi.nic.in
84,http://djaizawl.nic.in
85,http://dpg.gov.in
86,http://dratalld.up.nic.in
87,http://dslsa.org
88,http://eac.gov.in
89,http://eci-citizenservices.nic.in
90,http://eci.nic.in
91,http://eciresults.nic.in
92,http://ecisveep.nic.in
93,http://ecourts.gov.in
94,http://efc.planningcommission.nic.in
95,http://electoralsearch.in
96,http://elegalix.allahabadhighcourt.in
97,http://erms.man.nic.in
98,http://erpc.gov.in
99,http://escope.gov.in
100,http://esuvidha.gov.in
101,http://etawahcourt.up.nic.in
102,http://fincomindia.nic.in
103,http://ghcazlbench.nic.in
104,http://ghcitanagar.gov.in
105,http://ghconline.gov.in
106,http://goaassembly.gov.in
107,http://goalparadistjudiciary.gov.in
108,http://golaghatjudiciary.gov.in
109,http://gujaratassembly.gov.in
110,http://gujarathc-casestatus.nic.in
111,http://gujarathighcourt.nic.in
112,http://gujarathighcourt.nic.in/gslsa
113,http://gujcourts.guj.nic.in
114,http://hailakandijudiciary.gov.in
115,http://hajcommittee.gov.in
116,http://haryanaassembly.gov.in
117,http://hck.gov.in
118,http://hckrecruitment.nic.in
119,http://hcmimphal.nic.in
120,http://hcmjudgment.man.nic.in
121,http://hcraj.nic.in
122,http://helpline.rb.nic.in
123,http://highcourt.cg.gov.in
124,http://highcourtchd.gov.in
125,http://highcourtofkerala.nic.in
126,http://highcourtofsikkim.nic.in
127,http://highcourtofuttarakhand.gov.in
128,http://hortnet.gov.in
129,http://hphighcourt.nic.in
130,http://hpslsa.nic.in
131,http://hpvidhansabha.nic.in
132,http://hslsa.gov.in
133,http://iaif.nic.in
134,http://icdtkd.gov.in
135,http://igms.irda.gov.in
136,http://ijtr.nic.in
137,http://indiaenergy.gov.in
138,http://indiaknowledgehub.gov.in
139,http://indiancourts.nic.in
140,http://innovationcouncilarchive.nic.in
141,http://jaassam.gov.in
142,http://jharkhandvidhansabha.nic.in
143,http://jkhighcourt.nic.in
144,http://jkja.nic.in
145,http://jklegislativeassembly.nic.in
146,http://jklegislativecouncil.nic.in
147,http://jrspia.nic.in
148,http://judicialacademy.nic.in
149,http://judis.gov.in
150,http://judis.nic.in/supremecourt/chejudis.asp
151,http://kamrupjudiciary.gov.in
152,http://kapt.kar.nic.in
153,http://karimganjjudiciary.gov.in
154,http://karnatakajudiciary.kar.nic.in
155,http://kelsa.gov.in
156,http://keralalawcommission.nic.in
157,http://keralamediation.gov.in
158,http://kja.gov.in
159,http://kla.kar.nic.in/assembly/assembly.htm
160,http://kla.kar.nic.in/council/council.htm
161,http://kohimahighcourt.gov.in
162,http://kslsa.kar.nic.in
163,http://lawcommissionofindia.nic.in
164,http://legislativebodiesinindia.gov.in
165,http://lokayuktakerala.gov.in
166,http://loksabha.gov.in
167,http://loksabhahindi.nic.in
168,http://loksabhatv.nic.in
169,http://lungleicourt.nic.in
170,http://mahanhm.gov.in
171,http://maharashtralegislature.org.in
172,http://mcc.nic.in
173,http://mediationcentrephhc.gov.in
174,http://meghalayahighcourt.nic.in
175,http://meghsja.gov.in
176,http://mhc150.tn.nic.in
177,http://mizoslsa.mizoram.gov.in
178,http://mja.gov.in
179,http://mksp.gov.in
180,http://morigaonjudiciary.gov.in
181,http://mplokayukt.nic.in
182,http://mpsja.gov.in
183,http://mpslsa.gov.in
184,http://mpvidhansabha.nic.in
185,http://mslsa.gov.in
186,http://nagaonjudiciary.gov.in
187,http://narakaskarnal.gov.in
188,http://ncdrc.nic.in
189,http://ncm.nic.in
190,http://ncw.nic.in
191,http://nerpc.nic.in
192,http://ngodarpan.gov.in
193,http://nhm.nic.in
194,http://niti.gov.in
195,http://nmoop.gov.in
196,http://nraa.gov.in
197,http://nulm.gov.in
197,http://oat.nic.in
198,http://odishaassembly.nic.in
199,http://orissahighcourt.nic.in
200,http://paggujarat.nic.in
201,http://parliamentofindia.gov.in
202,http://patnahighcourt.gov.in
203,http://pbadvocategeneral.gov.in
204,http://pdscvc.nic.in
205,http://phhc.gov.in
206,http://planningcommissionarchive.nic.in
207,http://pmindia.gov.in
208,http://pmonradio.nic.in
209,http://presidentofindia.gov.in
210,http://psa.gov.in
211,http://pulsa.gov.in
212,http://punjabassembly.nic.in
213,http://punjabjudiciary.gov.in
214,http://rajassembly.nic.in
215,http://rajasthanjudicialacademy.nic.in
216,http://rajbhashasamiti.gov.in
217,http://rajyasabha.gov.in
218,http://rajyasabhahindi.nic.in
219,http://rashtrapatisachivalaya.gov.in
220,http://rcsat.rajasthan.gov.in
221,http://rgnul.ac.in
222,http://rstv.nic.in
223,http://sclsc.nic.in
224,http://settlementcommission-cest.gov.in
225,http://sikkimjudicialacademy.nic.in
226,http://sikkimslsa.nic.in
227,http://sivasagarjudiciary.gov.in
228,http://slsa.uk.gov.in
229,http://slsagoa.nic.in
230,http://speakerloksabha.gov.in
231,http://spg.nic.in
232,http://spst.up.nic.in
233,http://srpc.kar.nic.in
234,http://ssckkr.kar.nic.in
235,http://sssc.gov.in
236,http://supremecourt.gov.in
237,http://thc.nic.in
238,http://tinsukiajudiciary.gov.in
239,http://tripuraassembly.nic.in
240,http://tsu.trp.nic.in/highcourt
241,http://ukvidhansabha.uk.gov.in
242,http://uplegisassembly.gov.in
243,http://upslsa.up.nic.in
244,http://upvidhanparishad.nic.in
245,http://upvidhansabhaproceedings.gov.in
246,http://vicepresidentofindia.nic.in
247,http://vidhansabha.bih.nic.in
248,http://wbassembly.gov.in
249,http://wbat.gov.in
250,http://wbceo.in
251,http://wbtt.gov.in
252,http://www.7cpc.india.gov.in
253,http://www.advgenorissa.org
254,http://www.agap.cag.gov.in
255,http://www.agasm.cag.gov.in
256,http://www.agaudelhi.cag.gov.in
257,http://www.aggoa.cag.gov.in
258,http://www.agguj.cag.gov.in
259,http://www.agmaha.cag.gov.in
260,http://www.agmp.cag.gov.in
261,http://www.agnl.cag.gov.in
262,http://www.agodi.cag.gov.in
263,http://www.agtn.cag.gov.in
264,http://www.agtrp.cag.gov.in
265,http://www.allahabadhighcourt.in
266,http://www.and.nic.in/legal/slsa1.htm
267,http://www.aplegislature.org
268,http://www.aplegislature.org/web/legislative-council
269,http://www.assembly.tn.gov.in
270,http://www.cag.gov.in
271,http://www.ceo.kerala.gov.in
272,http://www.ceoandhra.nic.in
273,http://www.ceochandigarh.nic.in
274,http://www.ceopuducherry.py.gov.in
275,http://www.ceopunjab.nic.in
276,http://www.ceorajasthan.nic.in
277,http://www.ceotripura.nic.in
278,http://www.ceouttarpradesh.nic.in
279,http://www.cgatnew.gov.in
280,http://www.cnlu.ac.in
281,http://www.courtnic.nic.in
282,http://www.delhidistrictcourts.nic.in
283,http://www.dhclsc.org
284,http://www.elections.tn.gov.in
285,http://www.gasab.gov.in
286,http://www.haryanajudiciary.gov.in
287,http://www.hcmadras.tn.nic.in
288,http://www.hcmadras.tn.nic.in/judacademy.htm
289,http://www.hcmadras.tn.nic.in/mduhist.htm
290,http://www.icisa.cag.gov.in
291,http://www.ili.ac.in
292,http://www.jhalsa.org
293,http://www.jharkhand.gov.in/ceo
294,http://www.jkslsa.gov.in
295,http://www.kat.kar.nic.in
296,http://www.manipurassembly.net
297,http://www.mizoramassembly.in
298,http://www.namami.gov.in
299,http://www.nfcgindia.org
300,http://www.niyamasabha.org
301,http://www.nludelhi.ac.in
302,http://www.nlujodhpur.ac.in
303,http://www.nluo.ac.in
304,http://www.nrpc.gov.in
305,http://www.nuals.ac.in
306,http://www.nujs.edu
307,http://www.nvsp.in
308,http://www.nyayadegula.kar.nic.in
309,http://www.oslsa.in
310,http://www.policyholder.gov.in
311,http://www.rct.indianrail.gov.in
312,http://www.sikkimassembly.org
313,http://www.slsatripura.in
314,http://www.ssconline.nic.in
315,http://www.telanganalegislature.org.in
316,http://www.telanganalegislature.org.in/web/legislative-council/home
317,http://www.tnlegalservices.tn.gov.in
318,http://www.upsc.gov.in
319,http://www.wbja.nic.in
320,http://www.wbslsa.org
321,http://www.wrpc.gov.in
322,https://ceo.gujarat.gov.in
323,https://dbtbharat.gov.in
324,https://enivesh.gov.in
325,https://iib.gov.in
326,https://keralaadministrativetribunal.gov.in
327,https://legalservices.maharashtra.gov.in
328,https://mat.maharashtra.gov.in
329,https://mpag.mp.gov.in
330,https://nacwc.nic.in
331,https://pmnrf.gov.in
332,https://upsconline.nic.in
333,https://www.irdai.gov.in
